景点名,等级,地址,介绍,热度,价格,月销量,经度,纬度
长影世纪城,5A,吉林省长春市净月开发区长双公路,北方冬天玩出狂拽酷炫,0.86,225,262,125.45815714645732,43.8093397133977
日照九仙山,,山东省日照市五莲县文化路东首,"山群削峻,高耸入云",0.78,68,262,119.40451211398707,35.69739892828994
鸣翠湖国家湿地公园,4A,宁夏回族自治区银川市兴庆区掌政镇东1公里,湖光戏柳，草树烟绵，百鸟翔集，鱼跃其间,0.72,26.9,262,106.37824361697757,38.40498078961497
自贡恐龙博物馆,4A,四川省自贡市大安区大山铺238号,世界三大恐龙遗址博物馆之一,1.0,38,260,104.83444664494439,29.400854676211157
大连成园温泉,,辽宁省大连市甘井子区红旗街道柳树街66号,有温泉，有嬉水乐园、有玉佛，啥都有,0.0,84,258,121.48877873006009,38.936275727322574
梦幻百花洲,,广东省东莞市新城路松山湖新城大道中心公园内,徜徉花海，您自拍的理想圣地,0.0,3.1,258,113.93264833859851,22.923532254739374
都江堰熊猫乐园,,四川省成都市都江堰市S106(川西旅游环线),大熊猫救护与疾病防控研究基地,0.0,29,258,103.71393710421158,31.033760895286466
银杏湖乐园,,江苏省南京市江宁区银杏湖大道520号,让小朋友能够体验互动的快乐,0.0,94.8,258,118.71646655004865,31.814662962759623
金海湖风景区,4A,北京市平谷区东南盘山脚下海子村,峰峦叠翠，野卉生香，云影波光，美景如画,0.7,23.5,256,117.30889146603091,40.18095444112771
五龙潭,,山东省济南市历下区趵突泉北路筐市街18号五龙潭公园内,碧波荡漾，澄澈如镜，水木明瑟，锦鱼戏游,0.76,55,256,117.02080569386273,36.670374659294076
狮子山公园,,云南省丽江市古城区新华街黄山段(狮山路口),世界文化遗产丽江古城的重要组成部分,0.74,34,256,100.23651189571183,26.87763746697452
金鸡湖,5A,江苏省苏州市吴中区苏州工业园区,古城东部的这片湖水，是苏州的另一张脸,0.0,30,256,120.83003388953415,31.321659455666595
中国渔村,4A,浙江省宁波市象山石浦中国渔村,观看渔家传统活动，感受真切的渔区风情,0.72,50,256,121.96557448414704,29.24350934487986
七曲山大庙,4A,四川省绵阳市梓潼县七曲山,山势雄奇，峰回路转，巍巍庙宇,0.8800000000000001,33,254,105.1938341844829,31.653620996937434
潭溪山,4A,山东省淄博市淄川区太和镇峨庄石沟村东,面积广阔，植被丰茂，一年四季，各有神韵,0.0,73,254,118.19147655232997,36.49043254825497
绍兴乔波冰雪世界,4A,浙江省绍兴市绍兴县柯岩街道柯南大道2168号,可提供四季滑雪的运动场所,0.7,147,254,120.48336072542898,30.060803517489568
连岛,4A,江苏省连云港市连云区连岛镇连岛街道,避暑纳凉，踏浪休闲的胜地,0.9,43.9,254,119.4646853286578,34.77026799853849
南诏风情岛,4A,云南省大理白族自治州洱源县环海路双廊镇,摄影家梦开始的地方,0.76,45,254,100.20011637066473,25.915811758557794
哈尔滨香炉山,,黑龙江省哈尔滨市宾县南端,保持原始生态的天然森林氧吧,0.76,37,252,127.66161209687843,45.783825431221096
乌兰布统草原,,乌兰布统旅游开发区地处克什克腾旗西南部（克什克腾旗乌兰布统乡），浑善达克沙地的东南边缘，平均海拔高度1500米，距旗人民政府所在地115公里,它是天公的赐予是造化的神奇,0.0,99.8,252,,
八大处富斯特索·滑道,,北京市石景山区石景山八大处公园内,不锈钢槽，滑车，限速器以及刹车安全放心,0.0,20,252,116.18883609055747,39.96883639311781
长沙摩天轮,,湖南省长沙市天心区芙蓉中路近贺龙体育广场,在这里观赏到整个长沙市的风景,0.0,47.9,252,112.99334526138817,28.190258680105458
印象武隆,,重庆市武隆县距仙女山镇8公里的桃园大峡谷,青山秀水中领略川蜀人情,0.0,180,252,107.76802775846248,29.424486459183232
大石湖,,辽宁省本溪市本溪满族自治县辽宁省本溪市本溪县东营坊乡新城子村,五龙飞腾绕山流,0.72,48.8,252,124.53190733372591,41.228219682817425
常家庄园,4A,山西省晋中市榆次区东阳镇车辋村,制茗于武夷山，拓开万里茶路,0.76,27.8,250,112.64760594429104,37.548722745729144
蠡园,4A,江苏省无锡市滨湖区环湖路青祁村70号,范蠡西施幽会的地方,0.8800000000000001,9,250,120.26540175410088,31.5241388060641
阳朔,,广西壮族自治区桂林市阳朔县,"“阳朔山水甲桂林”,古镇人家清幽静美",0.0,80,250,110.48292929478309,24.857282289723944
帽儿山,,黑龙江省哈尔滨尚志市帽儿山镇,相传神仙的帽子掉落在此，便形成了帽儿山,0.7,35.9,250,127.51918539956816,45.28178392118188
采石矶,4A,安徽省马鞍山市雨山区采石镇唐贤街1号,千古画卷，诗仙长眠之地,1.0,60.8,250,118.4687570090612,31.65914839142111
凤凰山海港乐园,4A,浙江省宁波市北仑区辽河路728号,能让你“疯狂”的主题乐园,0.74,145,248,121.85614846567216,29.898230592188835
鹭江夜游（轮渡码头）,,福建省厦门市思明区鹭江道15号轮渡码头,两岸风光尽收眼底，感受鹭岛魔幻般的夜晚,0.0,54.1,248,118.07993699979257,24.46102101976351
双溪竹海漂流,4A,浙江省杭州市余杭区径山镇双溪竹海路2号,江南第一漂，水清、竹多、落差大,0.7,90,248,119.85493044489718,30.40417160221014
鞍山千山,5A,辽宁省鞍山市千山区千山东路79号,无穷无尽的天然画卷,0.9,5.5,248,123.1449288355936,41.05524222973651
杭州Hello Kitty乐园,,浙江省湖州市安吉县天使大道1号,满眼的凯蒂猫，整个公园都是萌萌哒,0.0,6.9,248,119.58315792626792,30.626370494334115
寨下大峡谷,,福建省三明市泰宁县寨下村,丹霞地貌的绝佳地，世界地质公园的榜样,0.0,49,248,117.0801067495097,26.914268703183748
敦煌阳关景区,4A,甘肃省酒泉敦煌市阳关镇,西出阳关无故人，一座被流沙掩埋的古城,0.74,5.4,246,94.10286857538571,39.909772511894374
千岛湖森林氧吧,,浙江省杭州市淳安县千岛湖镇淡竹王子山森林氧吧景区,远离雾霭，洗洗肺，静静心,0.7,37.8,246,119.22473909450052,29.595141713356224
岳阳楼—君山岛景区,5A,湖南省岳阳市岳阳楼区洞庭北路60号,未到江南先一笑，岳阳楼上对君山,1.0,3.9,246,113.10113903000617,29.38393067562104
火山岛自然生态风景区,4A,福建省漳州市漳浦县前亭镇江口村与岐沙村交口处,滨海火山地貌,0.0,60,246,118.00853615472889,24.204998397887426
乌蒙大草原,,贵州六盘水市盘县北部,来大草原欣赏美景、跟着音乐high起来,0.0,25,246,104.66691307994014,25.772838336514294
又见敦煌,,甘肃省敦煌市莫高窟数字展示中心西侧又见敦煌剧院,带您穿梭重顾千年前的历史故事,0.0,298,244,94.67381193673876,40.148198732213366
东山风动石,4A,福建省漳州市东山县铜陵镇公园街关帝庙,乐享东山海滨风情,0.74,5.2,244,117.52153008938888,23.742494512716238
解州关帝庙,4A,山西省运城市解州镇西关五一路145号,关公文化的发源地和集散地,0.82,52.1,244,110.85450121824915,34.915296175256884
北海银滩,4A,广西壮族自治区北海市银海区银滩大道,滩长平，沙细白，水温净，浪柔软，无鲨鱼,0.0,65,242,109.13580245881516,21.437841026761085
厦门日月谷温泉渡假村,4A,福建省厦门市海沧区孚莲路1888号,东南亚风情建筑风格，百多个露天温泉泡池,0.72,145,242,117.94608799305274,24.564937655518158
上海海湾国家森林公园,4A,上海市奉贤区海湾镇随塘河路1677号,近似自然形态的人工森林,0.0,69,242,121.6847367136515,30.87230826057462
乾陵,4A,陕西省咸阳市乾县城北6公里梁山上,一代女皇圣地，千古盛唐乾陵,1.0,3.7,242,108.22948289516398,34.52767257979596
上海自然博物馆,,上海市静安区石门二路128号静安雕塑公园内,在这里领略物种的变迁,0.7,38,242,121.4709519102146,31.24109890475162
药王谷,4A,四川省绵阳市北川羌族自治县药王山上,游人古刹参禅、森林揽胜的绝佳去所,0.0,9,242,104.25834135738738,31.962527312738946
坎儿井乐园,,新疆维吾尔自治区吐鲁番地区吐鲁番市,提供吃、住、游、购、娱全面服务的世外桃源,0.0,40,242,89.26602548864244,42.678924820793675
辽中花溪地温泉生态乐园,,辽宁省沈阳市辽中县杨士岗镇佑户坨村,一座休闲度假庄园,0.0,46,242,122.98379231584158,41.69391560441053
观音山国家森林公园,4A,广东省东莞市樟木头镇石新区笔架山大道1号,南天圣地，百粤秘境,0.76,38.8,242,114.09105373556467,22.902266927766984
加勒比海水世界,4A,重庆市南岸区崇文路35号,在阳光下合法的、正当的、干净的抢劫快乐吧,0.72,9.9,240,106.61963481144572,29.557680583759094
贵德国家地质公园阿什贡七彩峰丛景区,,青海省海南藏族自治州贵德县尕让乡阿什贡村,丹霞地貌悠久奇特，山峰突兀林立,0.0,79.5,240,101.57823902663985,36.137477843013436
侗乡肇兴,,贵州省黔东南苗族侗族自治州黎平县,大型侗寨鼓楼群，建筑别具匠心,0.7,70,240,109.33697304601101,25.938276335425037
横店明清宫苑,,浙江省金华市东阳市万盛街42号横店影视城,寻觅甄嬛传，梦回紫禁城,0.0,154,240,120.36973286424832,29.16539544044277
长泰小黄山景区,,福建省漳州市长泰县长泰马洋溪旅游区旺亭村旺头社,天生一个仙人洞，无限风光在险峰,0.0,33,240,117.82731206229057,24.583093898602336
百丈漈,,浙江省温州市文成县南田,一漈百丈高、二漈百丈深、三漈百丈宽,0.0,55,236,119.97057890834733,27.92437542107642
日本环球影城,,日本大阪环球影城,首座不位于美国本土的环球影城,1.0,60,236,87.31424424899554,44.01115015883719
天下第一泉风景区,5A,山东省济南市明湖路271号,玉带串名泉，一水连百景,0.0,55,236,117.02420099135132,36.66748927290511
北普陀山,4A,辽宁省锦州市笔架山开发区勃海路1号,被誉为“关外第一佛山”,0.76,40,236,121.06758456088218,41.16886102168326
西樵山国艺影视城,,广东省佛山市西樵环山大道国艺影视城（西樵山南门）,踩大仙脚印，求平步青云,0.0,15,236,112.98165444579014,22.91305373694563
西安浐灞国家湿地公园,,陕西省西安市浐灞生态区启源三路1号,春季踏青赏花，夏季观荷采莲,0.0,38.1,234,109.07509472508144,34.31818400564781
七仙岭温泉国家森林公园,,海南省直辖县级行政单位保亭黎族苗族自治县,集温泉、奇峰和热带田园风光于一体,0.0,33,234,109.65611337968579,18.597592346266765
湖州安吉乐翻天欢乐风暴水上乐园,,浙江省湖州市安吉县递铺镇浦源大道4158号(306省道旁),十大嬉水主题的水乐园,0.0,169,234,119.69274805049754,30.63794596904743
居庸关长城,4A,北京市昌平区南口镇居庸关长城,千年军事关口，地形险要，历史独特,0.72,8.4,234,116.07933921011461,40.298691959594805
广州星期8小镇,,广州市白云区云霄路353栋5号停机坪购物广场2楼（离万达广场约10分钟路程）,让孩子感知成人的苦与乐、忙碌与责任,0.0,41,234,113.27162839855296,23.188455969485965
浙北大峡谷,4A,浙江省湖州市安吉县报福镇石岭村浙北大峡谷风景区,林石飞瀑竹海，浙江“青藏高原”,0.0,69,234,119.51629210705308,30.45279454662022
七星景区,4A,广西壮族自治区桂林市七星区龙隐路1号,探寻古往今来桂林人的故事,0.76,36,234,110.31203211403371,25.276773847224565
白洋淀荷花大观园,5A,河北省保定市安新县白洋淀景区,白洋淀标志景点，国内赏荷生态园NO1,0.72,32.5,232,115.97831947707441,38.95242217642641
六朝博物馆,,江苏省南京市玄武区长江路302号,研究六朝历史文化的专题博物馆,0.0,1,232,118.8056663342733,32.04872679426031
北海海滨公园,,广西壮族自治区北海市海城区茶亭路23号,园内展出北部湾众多海洋生物标本,0.74,108,232,109.13600202277397,21.492862787300467
广州动物园,4A,广东省广州市越秀区先烈中路120号,我国三大城市动物园之一,0.74,110,232,113.30981160456435,23.149902984981228
凤岭欢乐水世界,,广西省南宁市云景路25号南宁凤岭儿童公园内,广西大型水上乐园,0.0,69,232,108.40649184992293,22.825514772333648
郑州绿博园,4A,河南省郑州市中牟县郑开大道与人文路交汇向南1000米,"百花闹春,静待客来",0.0,15,230,113.94485531460916,34.77095389549853
司马台长城,4A,北京市密云县东北部的古北口镇境内,城墙依险峻山势而筑，以奇、特、险著称于世,0.76,136.9,230,117.17049238553369,40.69786005272679
天目湖山水园,5A,江苏省常州市溧阳市环湖东路1号（天目湖宾馆对面）,充满着浓郁的乡村田园气息的乡村田园岛,0.0,158,230,119.44319121609327,31.300236005551376
八里沟,4A,河南省新乡辉县市上八里镇松树坪村,荟萃太行山水精华,0.8400000000000001,68.5,230,113.58316036776598,35.60246004221239
禅宗少林音乐大典,,河南省郑州登封市待仙沟,领略博大精深的中国文化,0.0,187,228,113.07866590015608,34.60984643304366
崆峒山,5A,甘肃省平凉市崆峒区城西12公里处,崆峒派驻地，小心七伤拳,1.0,5.4,228,106.74888681637321,35.51577431592054
天水麦积山温泉,,甘肃省天水市麦积区街亭古镇1号,游客理想的度假休闲地,0.0,148,228,106.05204030761308,34.52021847145537
清东陵,5A,河北省唐山市遵化市西北30公里处,众多清朝帝王和皇后的宏伟陵墓建筑群,1.0,5.5,228,117.68814747462282,40.13790106402117
澳门环岛游,,广东省珠海市湾仔南湾南路3002号,“浪漫之城”珠海的美丽景色一览无余,0.8,87.01,228,113.54001019859334,22.196786349683443
九宫山,4A,湖北省咸宁市通山县九宫山,高山湖泊，大崖头瀑布,0.78,54,228,114.67252415214952,29.41619507349287
郑州方特梦幻王国,,河南省郑州市中牟县新区郑汴物流大道与人文路交汇处,创造出充满幻想和创意的神奇天地,0.0,158,228,113.94485531460916,34.77095389549853
腾冲火山热海旅游区,5A,云南省保山市腾冲县离县城10公里,囊括世界9大温泉种类，是泡温泉的好去处,0.78,54,226,98.49998832150521,25.27997812353877
新加坡夜间野生动物园,,80 Mandai Lake Road Singapore 729826,世界上第一间夜间动物们的栖息地,0.0,10,226,,
仙公山,4A,福建省泉州市洛江区马甲镇,山势雄伟，岩崖陡立，径曲林深,0.7,13.9,224,118.62586286242777,25.124368131614847
黑龙江龙塔,4A,黑龙江省哈尔滨市南岗区长江路178号,亚洲第一、世界第二高钢塔,0.8400000000000001,65,224,126.68701472045066,45.754933126481504
云雾山,5A,湖北省武汉市黄陂区泡桐店境内,中国野生杜鹃花的荟萃地，堪称华中一绝,0.7,9,224,114.36464422878903,30.98528589767439
珍珠泉,,江苏省南京市浦口区珍珠街178号,滤净纷乱繁杂心绪，收获静谧清新,0.72,88,224,118.6661093397703,32.125785509067256
小梅沙,,广东省深圳市盐田区小梅沙,东方夏威夷，深圳黄金海岸上的明珠,0.7,145,224,114.33602703788782,22.609181113292674
宝鸡太白山,5A,陕西省宝鸡市太白山脚下眉县汤峪镇,岩崖已奇绝，冰雪竟雕皱,0.78,54,224,107.77457117580664,33.96003230253039
岳阳平江石牛寨,,湖南省岳阳市平江县大坪乡,享有“天下第一寨”之美誉,0.0,118,220,113.94500191142531,28.9432033238062
印象普陀,,浙江省舟山市普陀区朱家尖岛白山景区观音文化苑,放下万千烦恼，做自己心中的佛,0.0,278,220,122.39655767966389,29.920989056036934
芜湖大浦乡村世界,,安徽芜湖南陵县205国道段25公里处,“旅游产业与现代农业”高度结合的可贵探索,0.0,70,220,118.3906475483576,31.007108495907406
包公祠,4A,河南省开封市鼓楼区向阳路1号,开封有个包青天，铁面无私辨忠奸,0.9199999999999999,26.2,220,114.3452463621937,34.79897038870618
南宁海底世界,4A,广西省南宁市兴宁区民主路6-8号人民公园后门,不一样的地方，不一样的海底世界,0.0,39.2,220,108.34172599894704,22.83192756644889
泰山地下溶洞漂流,,山东省泰安市泰山区邱家店镇宝泰隆旅游区,地下暗河漂流，水道蜿蜒曲折，惊险刺激,0.0,95,220,117.2510608479776,36.167156227884604
锦里,,四川省成都市武侯区武侯祠大街231号,熙熙攘攘里，看透人生百态,0.82,4.5,220,104.0558629285102,30.650828829909614
昆明金殿风景名胜区,4A,云南省昆明市盘龙区鸣凤山上穿金路,明代道观风景，金殿朝晖，昆明名景,0.0,24.8,220,102.7481571964674,25.074466467568
地王大厦,3A,广东省深圳市罗湖区深南东路5002号信兴广场商业中心地王大厦69层,南望香港，北瞰深圳,0.9400000000000001,70,220,114.1171477795862,22.549040688618806
桥溪古韵,,广东省梅县雁洋镇长教村,广东省古村落,0.0,37.4,218,116.37431658516735,24.38860351433718
千朝浪屿水世界,,山西省晋中市祁县208国道与龙城高速交汇处（乔家大院往北3公里）,水上游乐来室内水上乐园,0.0,28,218,112.44830964901766,37.43460332366304
玉圭园环球名胜梦幻水上乐园,,广西桂林雁山区良丰路（环城高速公路口）,激情四射，时尚动感的水上狂欢胜地,0.0,134,218,110.30310954094857,25.108747159928182
木渎古镇,4A,江苏省苏州市吴中区中山西路,与灵山相辅相成，展现园林古镇的魅力,0.76,39,218,120.51815229276272,31.26164009434593
闽江夜游,,福建省福州市台江区闽江,和你一起看江水滔滔，看星光漫漫,0.0,49,218,119.32406268487432,26.062153767547695
天门狐仙,,湖南省张家界市永定区天门山天门狐仙峡谷大剧场,人与妖的惊天爱情,0.0,158,216,110.48867173754067,29.052769079680388
朱家角古镇,4A,上海市青浦区朱家角镇美周路36号,逛逛沪上第一明清北大街,0.72,3.2,216,121.0621222417541,31.11539034071988
长津冰雪大世界,,广东省惠州市博罗县长宁镇长福路古坭塘村长津冰雪大世界,体验三伏盛夏里的冰情雪趣,0.0,88,216,114.0139651460986,23.198939880810947
乌镇一日游,,浙江省嘉兴市桐乡市乌镇石佛南路18号,鱼米之乡，丝绸之府,0.0,68,216,120.4952183581607,30.752402763197956
长津冰雪大世界,,广东省惠州市博罗县长宁镇长福路古坭塘村长津冰雪大世界,体验三伏盛夏里的冰情雪趣,0.0,88,216,114.0139651460986,23.198939880810947
武隆仙女山国家森林公园,5A,重庆市武隆县境乌江北岸双河乡,又一个仙女下凡调戏牧童的故事,0.82,59,216,107.73034737536693,29.55325217302645
贺兰山岩画,4A,宁夏回族自治区银川市贺兰县贺兰山东麓贺兰口,刻在岩石上的金戈铁马,0.9,30,216,106.03176491445596,38.74391736886532
鸭绿江断桥,,辽宁省丹东市振兴区鸭绿江,鸭绿江第一桥，寓意祈盼和维护世界和平,0.7,25,216,124.35661567417156,40.08042620012398
钟山风景区,4A,江苏省南京市玄武区石象路7号,伟大的民主革命先行者孙中山先生的陵寝,0.76,26.2,216,118.84760955880598,32.05287694557689
西湖外事游船,,浙江省杭州市西湖花港观鱼外事游船码头,荷红莲碧西湖赏荷正当时,0.0,35,216,120.14893577729126,30.23862051258734
江心屿,4A,浙江省温州市鹿城区望江东路119号,苍翠蓊郁，山绕水环，亭台点缀，桥榭相映,0.8,13,216,120.65406404088425,28.028322231585342
苍山中和索道,,大理古城三月街赛马场西,解读大理历史文化、感受浓郁的白族风情,0.0,70,216,100.1681667805682,25.701345942073278
茂名森林公园,4A,广东省茂名市茂南区茂名森林公园,以森林为主，兼种新、奇、特南亚热带植被,0.72,14.5,214,110.83634645019156,21.647524226721604
沈阳昭陵,4A,辽宁省沈阳市皇姑区北郊泰山路12号,清代皇家陵寝和现代园林合一的游览胜地,0.82,44.9,214,123.43412720405118,41.85856166399176
微山湖湿地红荷旅游区,4A,山东省枣庄市滕州市滨湖镇微山湖湿地红荷旅游区,万顷红荷，百里芦荡，鸥骛翔集，碧水白帆,0.0,50,214,116.91142395372859,35.140665644071824
刘氏庄园,4A,四川省成都市大邑县安仁镇金桂街15号,川西民俗传统文化大观园：建筑、馆藏、泥塑,0.7,1.4,214,103.63399348331771,30.511673503946714
植物园动漫水世界,,新疆乌鲁木齐市北京中路916号（植物园内）,集游泳、嬉水、水上大冲关体验的休闲胜地,0.0,38,214,87.55675562890876,43.894524837485164
香港八达通,,香港特别行政区,有了八达通，想去哪儿就去哪儿,0.0,70,212,114.18612410257077,22.29358599327966
扶绥龙谷湾恐龙公园,,广西省崇左市扶绥县岜盆乡祥宁路1号,震撼人心的视觉体验，惊险刺激的冒险历程,0.0,98.9,212,107.87385878523678,22.527962297794975
大同华严寺,4A,山西省大同市城区下寺坡街14号,历史之珍品，文物之精华，中华文化之结晶,0.72,9.9,212,113.3031508858446,40.09803967132115
中国大竹海,,浙江省湖州市安吉县天荒坪镇五鹤村,卧虎藏龙拍摄地,0.8,36,210,119.66154274423431,30.493394223227092
珠海御温泉,,广东省珠海市斗门区斗门镇斗门大道北（近黄杨大道西）,中国第一家日式露天温泉,0.72,97,210,113.20404666343147,22.24549428443904
湄公河篝火晚会,,云南省西双版纳傣族自治州景洪市曼听路路35号曼听公园内,异域狂欢，吃喝玩乐嗨翻天,0.0,166,210,100.81338780030971,21.99779696804717
海南热带野生动植物园,4A,海南省海口市秀英区东山镇（海榆中线27公里处）,"每个海口人都知道的,千万别错过",0.72,55,210,110.28674098625642,19.99545914534914
青城道温泉,,四川省成都市都江堰市青城山大道88号青城豪生国际酒店,吐纳青城气息，享受自然温暖,0.0,58,208,103.60622587186825,30.900200086832054
太行大峡谷,4A,河南省安阳林州市石板岩乡,带你感受峡谷纵横的壮观,0.9400000000000001,145,208,113.73240605521124,36.17190075076166
亚龙湾海底世界,,海南省三亚市亚龙湾国家旅游度假区,"潜在海南,感受不一样的水下世界",0.72,90,208,109.65013564160743,18.23821057515121
世纪欢乐园,,河南省郑州市管城回族区石化路1号,探寻火车文化，感受迪斯尼欢乐,0.76,96.8,208,113.72772789031876,34.73363128860853
上海大观园,4A,上海市青浦区金商公路701号上海大观园,红楼遗梦，亭台楼阁，尽显恢弘宏伟,0.7,47,208,120.9177257547738,31.07866243476002
印象澜沧江游轮,,云南省西双版纳州景洪市179县道,沿途景色美不胜收，宛如山水画卷,0.0,62,208,100.96941263018367,21.877977517217232
太平山顶缆车,,香港特别行政区香港岛山顶路128号凌宵阁地下G10铺(近山顶缆车站),不论白天或晚上，都有不一样的精彩等你,0.0,31,208,114.18386964319923,22.272099587605933
僰王山,,四川省宜宾市兴文县博望山镇,集山水精华，汇瀑布大观，书写僰人文明,0.0,9.9,206,105.14122589127905,28.255538437301958
婺源,5A,江西省上饶市婺源县文公北路,中国绝美乡村，开始你的文艺之旅,1.0,166.1,206,117.86705893702468,29.2906572837189
小皇帝岛,,"Ko Racha Yai, Phuket",来欣赏岛上美丽的景色吧,0.0,158,206,,
火焰山,4A,新疆省吐鲁番地区吐鲁番市高昌路51号,气温居高不下，真是名副其实的火焰山,0.8400000000000001,40,204,89.18753393966297,42.956267295183494
康定情歌木格措风景区,4A,四川省甘孜州康定县雅拉乡王母村,童话里的木格措，享受大小金川自然风景,0.0,180,204,101.96337092593335,30.08555075185063
十里画廊,,湖南省张家界市武陵源区,张家界索溪峪景区内一处非去不可的景点,0.9800000000000001,248,204,110.4884957873388,29.35720050870958
辛玛王国主题乐园,,河北省石家庄鹿泉市向阳南大街石家庄市动物园《辛玛王国》,让小松鼠辛玛带你游园玩乐,0.0,95,204,114.31379511874626,38.07366729428831
雁荡山,5A,浙江省温州乐清市雁荡镇雁山路88号,东南第一山，中国十大名山之一,1.0,20,204,121.11957211119041,28.375694573530605
成都锦江川剧院,,四川省成都市锦江区华兴正街54号,到四川看川戏，就到锦江剧场,0.0,80,204,104.08677759790703,30.665190699875755
勐泐大佛寺,4A,云南省西双版纳州景洪市勐泐大道顶端4路1号,古代傣王朝的皇家寺院,0.76,96,202,100.8065233700117,21.998986608660513
望天树景区,4A,云南省勐腊县西双版纳热带雨林国家公园望天树景区,走进望天树，亲近热带雨林,0.82,65,202,101.594715845249,21.60266195166553
八仙过海景区,5A,山东省烟台蓬莱市海滨路东8号,放漂心灵，体验澎湃激情，尽享探险之乐,0.72,70,202,120.79979221625251,37.822615306308876
张裕爱斐堡,4A,北京市密云县巨各庄东白岩（近蔡家洼）,高大上国际酒庄新领袖，开启酒庄新时代,0.0,64.6,202,116.9930514770467,40.37021331122897
浪漫海岸度假区,,广东省茂名市电白县博贺镇尖岗管理区（近龙头山度假区）,“爱”与“浪漫”的东南亚异域风格,0.0,70.1,200,111.2389883593018,21.494290084380463
越美冰雪大世界,,广东省广州市番禺区沙头街横江村第一工业区路1号之二,广东省首家全天候越美冰雪大世界,0.0,68,200,113.32310313500433,22.942768405406266
河南宝泉旅游度假区,,河南省新乡市辉县薄壁镇,峡谷万丈，森林繁茂，瀑布景观让人叹为观止,0.0,30,200,113.51796862473658,35.44950224787079
洛阳凤翔温泉,,河南省洛阳市龙门石窟世界文化遗产园区管委会张沟村,消脂去腻、美容养颜、清新怡神、延年益寿,0.0,67,200,112.48389489442202,34.571935149197564
鼎盛王朝·康熙大典,,河北省承德市双滦区元宝山旅游风景区,感受康熙大帝胸怀天下，梦回群雄逐鹿时代,0.0,178,200,117.80933581724904,41.05145316070315
云南野生动物园,,云南省昆明市盘龙区穿金路,我国大型野生动物保护研究基地,0.0,68,198,102.7481571964674,25.074466467568
增城金叶子温泉,,广东省广州增城市白水寨大道38号,高山温泉水疗养生，视野开阔滋养身心,0.0,75,198,113.79318159869281,23.571091922935306
客天下,4A,广东省梅州市梅江区三角镇客天下旅游产业园,游览美景，体验客家文化,0.0,64.1,198,116.15645601609337,24.271905769168967
贵州阿西里西,,贵州省毕节市赫章县韭菜坪景区中营服务区,来这里体验天上花海、天上石林的美景,0.0,45,198,104.85413728342837,27.199717895815642
黄花溪,4A,山东省青州市,被众多游客称为“北方九寨沟”,0.0,91,198,118.47018708791366,36.68058442583128
百色星河水上乐园,,广西省百色市百东新区高速路口出入口旁,丰富感官体验、强化氛围营造、增强互动分享,0.0,60,198,106.9938652639128,23.82672198761774
广州海洋馆,,广东省广州市越秀区先烈中路120号,去感受与海洋之间从未有过的亲近,0.74,110,196,113.30981160456435,23.149902984981228
东山岛,,福建省漳州市东山县,东山风光极具南国海滨特色,0.8400000000000001,53.1,196,117.42541646767047,23.691110309815333
官鹅沟国家森林公园,4A,宕昌县城关镇,山清水秀，鸟语花香，峰回路转，曲经通幽,0.9800000000000001,80,196,104.39888897493978,34.04671395669504
大午温泉度假村,,河北省保定市徐水县大午温泉度假村,三千米深地下铁泉水，人尽皆知平价好温泉,0.0,32,196,115.66447316308479,39.09727550513178
阳朔天籁蝴蝶泉,4A,广西壮族自治区桂林市阳朔县321国道,原始吊桥，可鸟瞰遇龙河,0.74,49.7,196,110.40267661962417,24.862697079365027
无锡海底世界,,江苏省无锡市滨湖区蠡湖中央公园内7号楼,走进大海，亲身体验海洋世界的神奇,0.0,39.8,196,120.25422584542069,31.52774619657697
烟台海昌鲸鲨海洋公园,,山东省烟台市莱山区滨海中路45,感受来自深海鱼类霸主鲸鲨的震撼,0.0,108,196,121.45904553632423,37.524712453100626
碧湖温泉度假村,,辽阳市弓长岭区汤河镇柳河村,北欧异域风情，一个宁静致远的驿站,0.0,48,196,123.39398529855762,41.13915163143566
北京中华民族园,,北京市朝阳区民族园路1号(健翔桥东路口),中华各民族文化集萃地,0.72,78,196,116.39753668962157,39.98588667825409
十渡爱琴海薰衣草庄园,,北京市房山区张坊镇镇政府东侧爱琴海婚纱电影城,夏季戏水、夏季滑雪、尽在爱琴海薰衣草庄园,0.0,30,194,115.72376621532193,39.58270556566146
乳源广东大峡谷,,广东省韶关市乳源县大布镇,华南少数的地陷峡谷，美誉为“峡谷之母”,0.76,55,194,113.15147041398448,24.543770833714067
观音山梦幻陆世界,,福建省厦门市思明区环岛东路观音山商业街17号,滨海大型主题游乐园,0.0,75,194,118.20394057365473,24.500784361161195
广州名人蜡像馆,,广州市海珠区广州塔（小蛮腰）一楼东广场,创新性地实现了“活”的蜡像,0.0,90,194,113.3311082641809,23.112222456962243
北京野鸭湖国家湿地公园,3A,北京市延庆县康庄镇西北,北京市市级湿地鸟类自然保护区,0.7,42,192,115.90650656667346,40.38868412076512
易水湖,,河北省保定市易县安格庄乡,南邻狼牙山，北侧紫荆关，号称北方小桂林,0.0,87.5,192,115.25141205616363,39.2957211887886
高家大院,,陕西省西安市莲湖区北院门144号民居,逛百年历史大院，欣赏剪纸、皮影艺术,0.74,15,192,108.94967223181172,34.26906094827592
